filename,source_type,source_info,version,python_tag,abi_tag,platform_tag,url,install_command,commit,release_tag,size,scraped_at
vllm-0.15.0+cpu-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.15.0,0.15.0+cpu,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.15.0,34516852,2026-04-30T06:53:55.676370
vllm-0.15.0+cu130-cp38-abi3-manylinux_2_35_aarch64.whl,github_release,v0.15.0,0.15.0+cu130,cp38,abi3,manylinux_2_35_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl --torch-backend auto,,v0.15.0,265797024,2026-04-30T06:53:55.676370
vllm-0.15.0+cu130-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.15.0,0.15.0+cu130,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.15.0,281312277,2026-04-30T06:53:55.676370
vllm-0.15.0-cp38-abi3-manylinux_2_31_aarch64.whl,github_release,v0.15.0,0.15.0,cp38,abi3,manylinux_2_31_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0-cp38-abi3-manylinux_2_31_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0-cp38-abi3-manylinux_2_31_aarch64.whl --torch-backend auto,,v0.15.0,461337080,2026-04-30T06:53:55.676370
vllm-0.15.0-cp38-abi3-manylinux_2_31_x86_64.whl,github_release,v0.15.0,0.15.0,cp38,abi3,manylinux_2_31_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0-cp38-abi3-manylinux_2_31_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.15.0/vllm-0.15.0-cp38-abi3-manylinux_2_31_x86_64.whl --torch-backend auto,,v0.15.0,509194343,2026-04-30T06:53:55.676370
vllm-0.14.1+cpu-cp38-abi3-manylinux_2_35_aarch64.whl,github_release,v0.14.1,0.14.1+cpu,cp38,abi3,manylinux_2_35_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcpu-cp38-abi3-manylinux_2_35_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcpu-cp38-abi3-manylinux_2_35_aarch64.whl --torch-backend auto,,v0.14.1,29036749,2026-04-30T06:53:55.676370
vllm-0.14.1+cpu-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.14.1,0.14.1+cpu,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.14.1,34314254,2026-04-30T06:53:55.676370
vllm-0.14.1+cu130-cp38-abi3-manylinux_2_35_aarch64.whl,github_release,v0.14.1,0.14.1+cu130,cp38,abi3,manylinux_2_35_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl --torch-backend auto,,v0.14.1,259756884,2026-04-30T06:53:55.676370
vllm-0.14.1+cu130-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.14.1,0.14.1+cu130,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.14.1,274641608,2026-04-30T06:53:55.676370
vllm-0.14.1-cp38-abi3-manylinux_2_31_aarch64.whl,github_release,v0.14.1,0.14.1,cp38,abi3,manylinux_2_31_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1-cp38-abi3-manylinux_2_31_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1-cp38-abi3-manylinux_2_31_aarch64.whl --torch-backend auto,,v0.14.1,448041824,2026-04-30T06:53:55.676370
vllm-0.14.1-cp38-abi3-manylinux_2_31_x86_64.whl,github_release,v0.14.1,0.14.1,cp38,abi3,manylinux_2_31_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1-cp38-abi3-manylinux_2_31_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.1/vllm-0.14.1-cp38-abi3-manylinux_2_31_x86_64.whl --torch-backend auto,,v0.14.1,495378590,2026-04-30T06:53:55.676370
vllm-0.14.0+cpu-cp38-abi3-manylinux_2_35_aarch64.whl,github_release,v0.14.0,0.14.0+cpu,cp38,abi3,manylinux_2_35_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcpu-cp38-abi3-manylinux_2_35_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcpu-cp38-abi3-manylinux_2_35_aarch64.whl --torch-backend auto,,v0.14.0,29036491,2026-04-30T06:53:55.676370
vllm-0.14.0+cpu-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.14.0,0.14.0+cpu,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.14.0,34313994,2026-04-30T06:53:55.676370
vllm-0.14.0+cu130-cp38-abi3-manylinux_2_35_aarch64.whl,github_release,v0.14.0,0.14.0+cu130,cp38,abi3,manylinux_2_35_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl --torch-backend auto,,v0.14.0,259756623,2026-04-30T06:53:55.676370
vllm-0.14.0+cu130-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.14.0,0.14.0+cu130,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.14.0,274641401,2026-04-30T06:53:55.676370
vllm-0.14.0-cp38-abi3-manylinux_2_31_aarch64.whl,github_release,v0.14.0,0.14.0,cp38,abi3,manylinux_2_31_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0-cp38-abi3-manylinux_2_31_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0-cp38-abi3-manylinux_2_31_aarch64.whl --torch-backend auto,,v0.14.0,448040411,2026-04-30T06:53:55.676370
vllm-0.14.0-cp38-abi3-manylinux_2_31_x86_64.whl,github_release,v0.14.0,0.14.0,cp38,abi3,manylinux_2_31_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0-cp38-abi3-manylinux_2_31_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.14.0/vllm-0.14.0-cp38-abi3-manylinux_2_31_x86_64.whl --torch-backend auto,,v0.14.0,495377847,2026-04-30T06:53:55.676370
vllm-0.13.0+cpu-cp38-abi3-manylinux_2_35_aarch64.whl,github_release,v0.13.0,0.13.0+cpu,cp38,abi3,manylinux_2_35_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcpu-cp38-abi3-manylinux_2_35_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcpu-cp38-abi3-manylinux_2_35_aarch64.whl --torch-backend auto,,v0.13.0,26314465,2026-04-30T06:53:55.676370
vllm-0.13.0+cpu-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.13.0,0.13.0+cpu,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcpu-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.13.0,30805855,2026-04-30T06:53:55.676370
vllm-0.13.0+cu130-cp38-abi3-manylinux_2_35_aarch64.whl,github_release,v0.13.0,0.13.0+cu130,cp38,abi3,manylinux_2_35_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcu130-cp38-abi3-manylinux_2_35_aarch64.whl --torch-backend auto,,v0.13.0,258218891,2026-04-30T06:53:55.676370
vllm-0.13.0+cu130-cp38-abi3-manylinux_2_35_x86_64.whl,github_release,v0.13.0,0.13.0+cu130,cp38,abi3,manylinux_2_35_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0%2Bcu130-cp38-abi3-manylinux_2_35_x86_64.whl --torch-backend auto,,v0.13.0,267480120,2026-04-30T06:53:55.676370
vllm-0.13.0-cp38-abi3-manylinux_2_31_aarch64.whl,github_release,v0.13.0,0.13.0,cp38,abi3,manylinux_2_31_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0-cp38-abi3-manylinux_2_31_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0-cp38-abi3-manylinux_2_31_aarch64.whl --torch-backend auto,,v0.13.0,442031402,2026-04-30T06:53:55.676370
vllm-0.13.0-cp38-abi3-manylinux_2_31_x86_64.whl,github_release,v0.13.0,0.13.0,cp38,abi3,manylinux_2_31_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0-cp38-abi3-manylinux_2_31_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.13.0/vllm-0.13.0-cp38-abi3-manylinux_2_31_x86_64.whl --torch-backend auto,,v0.13.0,474942618,2026-04-30T06:53:55.676370
vllm-0.12.0+cu130-cp38-abi3-manylinux_2_31_x86_64.whl,github_release,v0.12.0,0.12.0+cu130,cp38,abi3,manylinux_2_31_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.12.0/vllm-0.12.0%2Bcu130-cp38-abi3-manylinux_2_31_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.12.0/vllm-0.12.0%2Bcu130-cp38-abi3-manylinux_2_31_x86_64.whl --torch-backend auto,,v0.12.0,264860903,2026-04-30T06:53:55.676370
vllm-0.12.0-cp38-abi3-manylinux_2_31_aarch64.whl,github_release,v0.12.0,0.12.0,cp38,abi3,manylinux_2_31_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.12.0/vllm-0.12.0-cp38-abi3-manylinux_2_31_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.12.0/vllm-0.12.0-cp38-abi3-manylinux_2_31_aarch64.whl --torch-backend auto,,v0.12.0,435774675,2026-04-30T06:53:55.676370
vllm-0.12.0-cp38-abi3-manylinux_2_31_x86_64.whl,github_release,v0.12.0,0.12.0,cp38,abi3,manylinux_2_31_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.12.0/vllm-0.12.0-cp38-abi3-manylinux_2_31_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.12.0/vllm-0.12.0-cp38-abi3-manylinux_2_31_x86_64.whl --torch-backend auto,,v0.12.0,466530617,2026-04-30T06:53:55.676370
vllm-0.11.2+cu129-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.2,0.11.2+cu129,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2%2Bcu129-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2%2Bcu129-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.2,398964798,2026-04-30T06:53:55.676370
vllm-0.11.2+cu130-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.2,0.11.2+cu130,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2%2Bcu130-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2%2Bcu130-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.2,230664790,2026-04-30T06:53:55.676370
vllm-0.11.2-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.2,0.11.2,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.2,370306629,2026-04-30T06:53:55.676370
vllm-0.11.2-cp38-abi3-manylinux2014_aarch64.whl,github_release,v0.11.2,0.11.2,cp38,abi3,manylinux2014_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2-cp38-abi3-manylinux2014_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.2/vllm-0.11.2-cp38-abi3-manylinux2014_aarch64.whl --torch-backend auto,,v0.11.2,368543904,2026-04-30T06:53:55.676370
vllm-0.11.1+cu129-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.1,0.11.1+cu129,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1%2Bcu129-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1%2Bcu129-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.1,399372227,2026-04-30T06:53:55.676370
vllm-0.11.1+cu130-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.1,0.11.1+cu130,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1%2Bcu130-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1%2Bcu130-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.1,230828290,2026-04-30T06:53:55.676370
vllm-0.11.1-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.1,0.11.1,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.1,370708817,2026-04-30T06:53:55.676370
vllm-0.11.1-cp38-abi3-manylinux2014_aarch64.whl,github_release,v0.11.1,0.11.1,cp38,abi3,manylinux2014_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1-cp38-abi3-manylinux2014_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.1/vllm-0.11.1-cp38-abi3-manylinux2014_aarch64.whl --torch-backend auto,,v0.11.1,368946085,2026-04-30T06:53:55.676370
vllm-0.11.0+cu129-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.0,0.11.0+cu129,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.0/vllm-0.11.0%2Bcu129-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.0/vllm-0.11.0%2Bcu129-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.0,460304251,2026-04-30T06:53:55.676370
vllm-0.11.0-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.11.0,0.11.0,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.11.0/vllm-0.11.0-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.0/vllm-0.11.0-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.11.0,438217982,2026-04-30T06:53:55.676370
vllm-0.11.0-cp38-abi3-manylinux2014_aarch64.whl,github_release,v0.11.0,0.11.0,cp38,abi3,manylinux2014_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.11.0/vllm-0.11.0-cp38-abi3-manylinux2014_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.11.0/vllm-0.11.0-cp38-abi3-manylinux2014_aarch64.whl --torch-backend auto,,v0.11.0,401001944,2026-04-30T06:53:55.676370
vllm-0.10.2+cu129-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.10.2,0.10.2+cu129,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.10.2/vllm-0.10.2%2Bcu129-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.2/vllm-0.10.2%2Bcu129-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.10.2,432160693,2026-04-30T06:53:55.676370
vllm-0.10.2+cu129-cp38-abi3-manylinux2014_aarch64.whl,github_release,v0.10.2,0.10.2+cu129,cp38,abi3,manylinux2014_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.10.2/vllm-0.10.2%2Bcu129-cp38-abi3-manylinux2014_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.2/vllm-0.10.2%2Bcu129-cp38-abi3-manylinux2014_aarch64.whl --torch-backend auto,,v0.10.2,399379720,2026-04-30T06:53:55.676370
vllm-0.10.2-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.10.2,0.10.2,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.10.2/vllm-0.10.2-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.2/vllm-0.10.2-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.10.2,436413211,2026-04-30T06:53:55.676370
vllm-0.10.1.1+cu118-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.10.1.1,0.10.1.1+cu118,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.10.1.1/vllm-0.10.1.1%2Bcu118-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.1.1/vllm-0.10.1.1%2Bcu118-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.10.1.1,250923729,2026-04-30T06:53:55.676370
vllm-0.10.1.1-cp38-abi3-manylinux1_aarch64.whl,github_release,v0.10.1.1,0.10.1.1,cp38,abi3,manylinux1_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.10.1.1/vllm-0.10.1.1-cp38-abi3-manylinux1_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.1.1/vllm-0.10.1.1-cp38-abi3-manylinux1_aarch64.whl --torch-backend auto,,v0.10.1.1,348634055,2026-04-30T06:53:55.676370
vllm-0.10.1.1-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.10.1.1,0.10.1.1,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.10.1.1/vllm-0.10.1.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.1.1/vllm-0.10.1.1-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.10.1.1,414400912,2026-04-30T06:53:55.676370
vllm-0.10.1+cu118-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.10.1,0.10.1+cu118,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.10.1/vllm-0.10.1%2Bcu118-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.1/vllm-0.10.1%2Bcu118-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.10.1,250922775,2026-04-30T06:53:55.676370
vllm-0.10.1-cp38-abi3-manylinux1_aarch64.whl,github_release,v0.10.1,0.10.1,cp38,abi3,manylinux1_aarch64,https://github.com/vllm-project/vllm/releases/download/v0.10.1/vllm-0.10.1-cp38-abi3-manylinux1_aarch64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.1/vllm-0.10.1-cp38-abi3-manylinux1_aarch64.whl --torch-backend auto,,v0.10.1,348633048,2026-04-30T06:53:55.676370
vllm-0.10.1-cp38-abi3-manylinux1_x86_64.whl,github_release,v0.10.1,0.10.1,cp38,abi3,manylinux1_x86_64,https://github.com/vllm-project/vllm/releases/download/v0.10.1/vllm-0.10.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install https://github.com/vllm-project/vllm/releases/download/v0.10.1/vllm-0.10.1-cp38-abi3-manylinux1_x86_64.whl --torch-backend auto,,v0.10.1,414399973,2026-04-30T06:53:55.676370
vllm-0.20.1rc1.dev92%2Bgcb1b02d0e-cp38-abi3-manylinux_2_34_aarch64.whl,nightly,nightly,0.20.1rc1.dev92%2Bgcb1b02d0e,cp38,abi3,manylinux_2_34_aarch64,https://wheels.vllm.ai/cb1b02d0e8159f25678b96667651ec539546022b/vllm-0.20.1rc1.dev92%2Bgcb1b02d0e-cp38-abi3-manylinux_2_34_aarch64.whl,uv pip install vllm --extra-index-url https://wheels.vllm.ai/nightly --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.20.1rc1.dev92%2Bgcb1b02d0e-cp38-abi3-manylinux_2_34_x86_64.whl,nightly,nightly,0.20.1rc1.dev92%2Bgcb1b02d0e,cp38,abi3,manylinux_2_34_x86_64,https://wheels.vllm.ai/cb1b02d0e8159f25678b96667651ec539546022b/vllm-0.20.1rc1.dev92%2Bgcb1b02d0e-cp38-abi3-manylinux_2_34_x86_64.whl,uv pip install vllm --extra-index-url https://wheels.vllm.ai/nightly --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.9.2-cp38-abi3-manylinux1_x86_64.whl,release_version,0.9.2,0.9.2,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.9.2/vllm-0.9.2-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.9.2 --extra-index-url https://wheels.vllm.ai/0.9.2 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.9.1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.9.1,0.9.1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.9.1/vllm-0.9.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.9.1 --extra-index-url https://wheels.vllm.ai/0.9.1 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.9.0.1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.9.0.1,0.9.0.1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.9.0.1/vllm-0.9.0.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.9.0.1 --extra-index-url https://wheels.vllm.ai/0.9.0.1 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.9.0-cp38-abi3-manylinux1_x86_64.whl,release_version,0.9.0,0.9.0,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.9.0/vllm-0.9.0-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.9.0 --extra-index-url https://wheels.vllm.ai/0.9.0 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.8.5.post1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.5.post1,0.8.5.post1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.5.post1/vllm-0.8.5.post1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.5.post1 --extra-index-url https://wheels.vllm.ai/0.8.5.post1 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.8.5-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.5,0.8.5,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.5/vllm-0.8.5-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.5 --extra-index-url https://wheels.vllm.ai/0.8.5 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.8.4-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.4,0.8.4,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.4/vllm-0.8.4-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.4 --extra-index-url https://wheels.vllm.ai/0.8.4 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.8.3-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.3,0.8.3,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.3/vllm-0.8.3-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.3 --extra-index-url https://wheels.vllm.ai/0.8.3 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.8.2-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.2,0.8.2,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.2/vllm-0.8.2-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.2 --extra-index-url https://wheels.vllm.ai/0.8.2 --torch-backend auto,,,,2026-04-30T06:53:55.676370
vllm-0.8.1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.1,0.8.1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.1/vllm-0.8.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.1 --extra-index-url https://wheels.vllm.ai/0.8.1 --torch-backend auto,,,,2026-04-30T06:53:55.676370
